benchmark,seed,project_id,base_model_id,model_id,solution
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanIICh2Eq42,42,6572e80ccab401dcd6b7c662,6572e880ee08d85f616e787d,6572e9173058fade9838d798,(x1*x2*x4 - x1*x3*x4)/x5
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanICh12Eq11,42,6572e80c3ac56465c5ef8378,6572e88a76b55bc79238d8a6,6572e96fcf0ac03d8038db79,x1*x2 + x1*x3*x4*sin(x5)
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanIICh6Eq15a,42,6572eb532602b1b25fb7c35a,6572ebccd8a8632cdb6e792a,6572ecc064d209f4fd38da9e,3752.67984171855*x5 + (53.5145762859455*x4 + 387.637161697063*x1*x2*sqrt(0.138053266233971 + x4))/(x3^2) - 17635.6355691747
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanIICh11Eq3,42,6572ebac2602b1b25fb7c362,6572ec2064d209f4fd38d97c,6572ecfbba7cc7a1146e778f,40.7019358755483 + 2.80253486399887*x2/(x3*x4 - x3*x5)
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanIICh11Eq17,42,6572ee63797c9e03d1ef8893,6572eed263c6445b223330fa,6572ef5f8d657ed77e38d8f9,x1 + x1*x2*x3*cos(x4)/x5
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanIICh36Eq38,42,6572ef6b55cdd5d82c321ef3,6572efe9bd53a5bba26e79e0,6572f0d38d657ed77e38db2a,(x1*x2 + x1*x4*x5)/x3
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanIIICh9Eq52,42,6572f0f72602b1b25fb7c47c,6572f1708e87644f0f6e7955,6572f26d63c6445b22333635,2.4753829846115*x1*x2 + 0.410363869613919*x2*x3 + 0.365898832835956*x1*x2*x3/(x5*sqrt(x4)) - 1.71980673610535
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanBonus4,42,6572f1e0b347a6b306b7c3db,6572f254127f5a512838d76d,6572f338127f5a512838d842,0.0789550004239246*sqrt(x2) + 1.23272602629329*sqrt((x2 - x3)/x1) - 0.0725118120656436
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanBonus12,42,6572f42055cdd5d82c321ff5,6572f49d2847fc990c3334af,6572f562125f83e7123335eb,-573279.841533699*sin(exp(x5))/exp(x3 + 1.28790383537844*x5/x1 - sin(cos(-1.35440919246266e-6*x1*x3/x5))) + log(x3)
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanBonus13,42,6572f498e338f42f72321caf,6572f507dd81a29bbe3333af,6572f60b6762432d7f6e7cb9,0.405203650087741 + 0.00620798023985729*x2*cos(x3)/(x1*x3*x4*x5) - 0.0682415715710908*x1
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanBonus14,42,6572f700f3fa2d933eef822b,6572f7785bf0c7381533311a,6572f8d25bf0c7381533330b,8.98912488006281*x1*x4*x5/x2 - 159.966824347977 - 127.017312276876*log(x1)
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_feynman/FeynmanBonus16,42,6572f7ec55cdd5d82c3220e2,6572f86a628720943e6e7d31,6572f8f7114391feb26e7bbe,0.289473842498063 + 0.965503786598898*x2*x5 + 0.900438185901709*x2*x3 + 1.06660104437907*x4*sin(cos(cos(cos(x3)))) + 0.636693422975344*x1*cos(x3)*sin(cos(cos(cos(x3))))
