benchmark,seed,project_id,base_model_id,model_id,solution
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh12Eq1,42,6572e7cbf3fa2d933eef81c1,6572e83ec00974c1826e7d3b,6572e8a239d6caaeaf33316a,x1*x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh6Eq20,42,6572e7cb797c9e03d1ef8727,6572e843ee08d85f616e77b3,6572e89e85d520a81e333606,0.00230769699969985 + 0.0832604840078387*exp(-0.196945627107368*x1^2/x2) + 0.267170463812228*exp(-1.977507038117*x1^2/x2 + sin(0.539186691654678 + 1.00885379651065*x1/x2) - x1 - x2) + 0.794009925649769*sin(0.280214734823795 + x1/x2)*exp(-1.977507038117*x1^2/x2 + sin(0.539186691654678 + 1.00885379651065*x1/x2) - x1 - x2)
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh10Eq7,42,6572ea4f2602b1b25fb7c328,6572eab864d209f4fd38d64c,6572ec321a463a1401333085,2.13422646489558 + 0.0621529144405762*sin(0.761691591017418*x2 + 0.761691591017418*sin(x2)) - 0.00331310998167201*x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh12Eq4,42,6572ea79797c9e03d1ef87cf,6572eaede66c024ffc6e7b69,6572ec51fb985054f9333417,0.079577488101574*x1/(x2^2)
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh14Eq3,42,6572ed4f55cdd5d82c321e70,6572edb8754c70bccc38d760,6572eeeec00974c1826e7eca,x1*x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh12Eq5,42,6572ede1797c9e03d1ef8879,6572ee555bc5089b9d33357c,6572ef68bd53a5bba26e7887,x1*x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh14Eq4,42,6572f06d797c9e03d1ef891c,6572f0ebbd53a5bba26e7b90,6572f1ba127f5a512838d606,0.5*x1*x2^2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh15Eq10,42,6572f09f55cdd5d82c321f31,6572f10ead11fa9cc73331c1,6572f1ed127f5a512838d65e,5.97334858077637e-6*x1 + 0.999991681103785*x1*x2 + 5.04093955023379e-5*x1*x2^3 - 1.07985551930909e-6 - 1.34642675003187e-8*x1^2*x2^2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh16Eq6,42,6572f29bb347a6b306b7c3e3,6572f3189a2657db6938d6a5,6572f4352847fc990c33346e,1.05959492909149*x2 + 1.05902487961964*x1 + 0.000259143182343341*x2^3 + 0.000249766832143265*x1^3 - 0.0445145316441403 - 0.00921356679154047*x1^2 - 0.00936712114850175*x2^2 - 0.070317045624955*x1*x2 - 0.00170874001207065*x1*x2^2 - 0.00172943381016051*x1^2*x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh25Eq13,42,6572f32df3fa2d933eef8219,6572f397ad11fa9cc733364d,6572f4a9628720943e6e78da,x1/x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh26Eq2,42,6572f57155cdd5d82c322044,6572f5ee611356d89333356b,6572f6d29f375e457038d684,9.00057806063614e-13 + 0.99999999999779*sin(x1)/sin(x2)
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh32Eq5,42,6572f5e5678ef8ab29b7c43e,6572f667bd53a5bba26e7d20,6572f7416762432d7f6e7d25,0.0530516587343826*x1^2*x2^2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh34Eq10,42,6572f80855cdd5d82c3220f6,6572f8901248c2be5c6e7960,6572f95f56864118683332c3,2.18414595039603 + 0.0633810191092227*x2 + 0.0353364369588974*x2^2 + 0.000365877957743112*x2^4 - 0.00566906862095619*x2^3
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh34Eq14,42,6572f872797c9e03d1ef8acd,6572f8ea56864118683331b7,6572f9e3127f5a512838d97c,5.07782119171796e-7 + 1.00001040339653*x2 + 0.999983512661525*x1*x2 + 5.19095862063788e-5*x1^2*x2 + 5.03096871676906e-5*x1^3*x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh39Eq10,42,6572fb6b2602b1b25fb7c663,6572fbf527826fd7c238dd4b,6572fc825df3583d39333949,1.5*x1*x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh38Eq12,42,6572faf255cdd5d82c3221a3,6572fb6a0683a3142538d750,6572fc633ee535cc196e79e7,0.318309952406296/(x1*x2^2)
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh43Eq31,42,6572fd1e3ac56465c5ef8599,6572fd91c8d0cb666b38d66a,6572fe8a3ee535cc196e7b63,x1*x2
/home/jiangnan/PycharmProjects/scibench//data/unencrypted/equations_feynman/FeynmanICh41Eq16,42,6572fd0f2602b1b25fb7c6c5,6572fd87d65c4cd7816e7c37,6572fe4dda4778052d333489,0.00147926736374739 + 0.0033543949652779*x1^2*x2 + 4.16558324225754e-5*x1^4*x2 + (0.00510421165998775*x1^2*x2^2 - 0.000495153272403858*x1*x2^2)/sqrt(x2) - 0.00137871753450915*x1^3*x2
