benchmark,seed,project_id,base_model_id,model_id,solution
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_1,42,6576da6e7fce32b668b7c340,6576dadc7399daadae6e7914,6576db5a1eb4fd5cf96e7995,0.0418923300075407*x7 + 0.991614613688007*x3*x6*x7 + 0.132096037584525*sin(sin(sin(x2))) + 0.180515119092895*x6*x7*cos(x5) - 0.0646731958602805
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_2,42,6576da6e8c59dae276b7c3f4,6576dae21eb4fd5cf96e7940,6576db5a3bed0355a933331d,1*sqrt(x1) - 1*x2 - 1*x3 - 2*x4 - 1*x5*x7 - 2*x5*x6
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_3,42,6576dcbfc7d0140d59321d55,6576dd330244da62a46e7c41,6576de9707ae02f6d66e7816,1.27533775454474 + 1.00158118281462*x1 + 0.998319714006048*x3 + 0.972898667142285*x2 + 0.0220684232957253*x6 - 0.00582287907988107*x7 - 0.0138139122781687*x5 - 0.0360403287519932*x4
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_4,42,6576dcdfe4c4295126321ac3,6576dd4d210a1f25316e7946,6576defe07ae02f6d66e794f,1.15928086884227*x5 + 1.00027374898619*x2 + 0.467197369184224*x4 + 0.421050709426021*x3 + 0.292544866120381*x7 + -0.296938956471243/x7 + 0.0442986609826366*x1*x6 - 0.327643819114864 - 0.494845624492262*cos(1.15143792873182*x6)
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_6,42,6576e07f1b7adda55d3216d3,6576e0efc7954e7b5433328a,6576e1a990bb2118506e798c,11.0149125475689 + 0.0320886212208138*x3 - 0.0318651142184977*x5 - 0.0321573684905101*x6 - 0.0444085287095253*x2 - 0.141381628814297*x4
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_5,42,6576e062f13bbf637cef8091,6576e0db64d4aa6245333393,6576e13fc7954e7b543332a6,exp((1 + 0.0720345480402674*x1)/x6)
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_8,42,6576e2b66a7bc51fdc3216fb,6576e3337e4282559b6e7792,6576e3b1373db6d2ec6e78cb,10.4903744960711 - 0.112712974188822*log(x2) - 0.270465982020255*log(x6)
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_7,42,6576e2a88c59dae276b7c4a2,6576e31c7b8b06792b38d835,6576e385975c3a271138d624,1.96706376261729*cos(log(x6)) - 0.31963952988095 - 0.242629976427577*x6 - 0.978917893748818*x4*x7
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_9,42,6576e4d0f13bbf637cef80f7,6576e553373db6d2ec6e7c02,6576e5c2975c3a271138d9b8,(622.531979541795 + 1515.85085620967*x3*exp(-14.4721215096321*x1*x5))/(x2*x7) - 2330.03075787685 - 72.3658148395883*x5
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_10,42,6576e50e6a7bc51fdc32171f,6576e58b373db6d2ec6e7c6f,6576e604b746d7a18b38d713,(0.990504531047929 + 0.955671316972277*x5)/x4 - 0.73315454419279 - 1.00065027495127*x6 - 2.07259711308063*x7 - 0.70559417619865*log(x3) - 1.96215805737974*cos(sqrt(x1))
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_11,42,6576e6c76a7bc51fdc32173b,6576e74ac9b53d529e38d6cc,6576e7bdc7954e7b5433348f,2.17535590210718*x2 + 2.02341064541293*x2*x4 + 3.06965634485568*x1/x3 - 0.180043202273414 - 2.43617880782994*x1
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_12,42,6576e7451b7adda55d321725,6576e7b4f852ea3d543333e5,6576e81d559b08b4c66e7abf,1.00683036083007*x1*x2 + 1.00356714871411*x1*x4 + 0.0220297753052854*x1*x7 - 0.0135253469124448
/home/jiangnan/PycharmProjects/scibench/data/unencrypted/equations_livermore2/Livermore2_Vars7_13,42,6576e8e08c59dae276b7c522,6576e958818b5c5c04333196,6576e9ffffa3a275bb6e79f6,0.319317481744816 + 0.998796291601682*x4 - 0.00309355642942363*x3 - 0.00332826374056774*x6 - 0.00532991392200775*x7 - 0.0221340773715184*x5 - 0.0265807697966748*x1
